id,name
5559,"Xavier Institute of Management and Research, Mumbai"
5726,"Xavier Institute of Communications, Mumbai"
8420,"School of Rural Management, XIM University, Bhubaneswar"
8728,"School of Sustainability, XIM University, Bhubaneswar"
11154,"Xavier Institute of Polytechnic and Technology, Ranchi"
14584,"Xavier Institute of Tribal Education College, Jamshedpur"
19493,"School of Human Resource Management, XIM University, Harirajpur"
19494,"School of Communication, XIM University, Bhubaneswar"
19495,"School of Commerce, XIM University, Bhubaneswar"
19599,"Xavier College of Hotel Management, Cuttack"
25402,"Xavier Business School, Kolkata"
28675,"XITE College, Gamharia"
30246,"School of Computer Science and Engineering, XIM University, Bhubaneswar"
30247,"School of Economics, XIM University, Harirajpur"
30248,"Xavier Law School, Bhubaneswar"
30323,"X-Gen College of Visual Art, Berhampur"
31262,"Xi'an Jiaotong University, Xi'an"
40363,"Xplora Design Skool, Ahmedabad"
40407,"Xavier Institute of Business Management Studies, Mumbai"
40876,"XAVIER-EMLYON Business School, Harirajpur"
40990,"Xavier School of Management, Jhajjar"
41051,XEd Institute of Management
41672,"Xavier Institute of Management and Design, Greater Noida"
50094,"Xavier Institute of Management and Informatics, Jaipur"
52698,"Xavier Law School, St Xavier's University, Kolkata"
54127,"XLRI-Xavier School of Management, Delhi NCR, Jhajjar"
55572,"Xavier Institute of Management, Jabalpur"
56202,"Xavier University, Cincinnati"
58036,"Xiamen University, Xiamen"
58104,"Xuzhou Medical University, Xuzhou"
58145,"Xidian University, Xi'an"
58150,"Xi'an Jiaotong-Liverpool University, Suzhou"
161,"JC Bose University of Science and Technology, YMCA, Faridabad"
162,"Yogi Vemana University, Kadapa"
173,"Younis Sultan College of Engineering, Hyderabad"
768,"Dr Yashwant Singh Parmar University of Horticulture and Forestry, Nauni"
811,"Yenepoya University, Mangalore"
975,"Dr YSR University of Health Sciences, Vijayawada"
1113,"Yashwantrao Chavan Maharashtra Open University, Nashik"
1521,"Yashwant Nursing Institute, Kodoli"
2251,"Yaduvanshi College of Engineering and Technology, Sohali"
2575,"Yugantar Institute of Technology and Management, Rajnandgaon"
2576,"Younus Institute of Technology, Kollam"
2577,"Younus College of Engineering, Kollam"
2578,"Younus College of Engineering and Technology, Kollam"
2579,"Yogananda Institute of Technology and Science, Tirupati"
2580,"Yogananda College of Engineering and Technology, Jammu"
2581,"Yeshwantrao Chavan College of Engineering, Nagpur"
2582,"Yellamma Dasappa Institute of Technology, Bangalore"
2583,"Yashoda Technical Campus, Satara"
2584,"Yamuna Institute of Engineering and Technology, Yamuna Nagar"
2585,"Yagyavalkya Institute of Technology, Jaipur"
2587,"Yaduvanshi College of Engineering and Technology, Mahendergarh"
2588,"Yadavrao Tasgaonkar Institute of Engineering and Technology, Raigad"
2589,"Yadavrao Tasgaonkar College of Engineering and Management, Raigad"
5139,"Yadavindra Department of Engineering, Talwandi Sabo"
5560,"YMT College of Management, Navi Mumbai"
5877,"Yenepoya Dental College, Mangalore"
6259,"YMT Dental College and Research Institute, Kharghar"
6270,"Yogita Dental College and Hospital, Khed"
6937,"Yalamarty Pharmacy College, Visakhapatnam"
7799,"Yadavrao Tasgaonkar School of Business Management, Karjat"
7866,"YB Chavan College of Pharmacy, Aurangabad"
7889,"Yadavrao Tasgaonkar Institute of Pharmacy Bachelor Degree, Karjat"
8485,"Yeldo Mar Baselios College, Kothamangalam"
8549,"Yashwantrao Mohite College of Arts Science and Commerce, Pune"
8913,"YSR Engineering College, Proddatur"
8988,"Yashwantrao Chavan School of Rural Development, Shivaji University, Kolhapur"
9119,"Yashvantrao Chavan College of Pharmacy, Ahmednagar"
9476,"Yashwant Ayurvedic College Post Graduate Training and Research Centre, Kodoli"
9547,"Yeshwant Mahavidyalaya, Wardha"
9559,"Yavdarao Tasgaonkar Institute of Management Studies and Research, Raigad"
9651,"Yashwantrao Mohite Institute of Management, Karad"
9891,"Yashwantrao Chavan Law College, Pune"
10169,"YVNR Government Degree College, Krishna"
11001,"Yashwantrao Bhonsale Polytechnic, Sawantwadi"
11009,"Yadavrao Tasgaonkar Polytechnic, Karjat"
11016,"YD Mane Institute of Technology, Kagal"
11295,"Yaduvanshi College of Education, Mahendragarh"
11296,"Yaduvanshi College of Education, Sohali"
11297,"Yaduvanshi College of Education, Narnaul"
11298,"Yash College of Education, Rohtak"
1743,"Zee Institute of Creative Arts, Mumbai"
4566,"Zeal College of Engineering and Research, Narhe"
5280,"Zakir Husain College of Engineering and Technology, Aligarh Muslim University, Aligarh"
7101,"Zakir Husain Delhi College, Delhi"
7122,"Zakir Husain Delhi College Evening, New Delhi"
8297,"Zeal Institute of Management and Computer Application, Pune"
10954,"ZF Wadia Womens College and NK Jhota College of Commerce, Surat"
11080,"Zenith Institute of Science and Technology, Bhubaneswar"
12023,"Zeal Polytechnic, Pune"
12926,"Zulekha Nursing College, Mangalore"
16705,"ZA Islamia PG College, Siwan"
19339,"The Zamorin's Guruvayurappan College, Calicut"
19489,"Zisaji Presidency College, Kiphire"
20760,"Zion College of Physical Education, Kadapa"
23969,"Zeal Institute of Business Administration Computer Application and Research, Pune"
24209,"Zydus Medical College and Hospital, Dahod"
24236,"Zoram Medical College, Falkawn"
25733,"Zee Educational Foundation Institute of Pharmacy, Aurangabad"
26186,"Zee College of Pharmacy, Unnao"
26708,"Zenith School of Management, Khordha"
26813,"Zulal Bhilajirao Patil College, Dhule"
26822,"Zulekha College of Commerce Science and Technology, Nagpur"
27930,"Zadbuke Institute of Pharmacy, Puri"
29236,"Zunheboto Government College, Zunheboto"
29812,"Zila Parishad Agriculture College, Banda"
33855,"Zurich University of Applied Sciences, Winterthur"
40289,"Zee Institute of Creative Art, Pune"
40382,"Zee Institute of Creative Arts, Indore"
40400,"Zee Institute of Creative Art, Guwahati"
51137,"Zainab Memorial B Ed Centre, Kasaragod"
51915,"ZOHAR's College of Education, Nandyal"
51941,"Zenex Vision Degree College, Nellore"
53695,"Zacistha Educational Institute, Lucknow"
54788,Zell Education
56503,"Zagdu Singh Charitable Trust's, Thakur Shyamnarayan Degree College, Mumbai"
57543,"Zeppelin University, Friedrichshafen"
57951,"Zee Institute of Creative Art, Bhubaneswar"
58074,"Zhejiang University, Hangzhou"
58077,"Zhongnan University of Economics and Law, Wuhan"
58090,"Zhengzhou University, Zhengzhou"
58116,"Zhejiang Chinese Medical University, Hangzhou"
58133,"Zhejiang University School of Medicine, Hangzhou"
58152,"Zhejiang Normal University, Jinhua"
58574,"ZH Unani Medical College and Hospital, Siwan"
59221,"Zainul Haque Sikder Womens Medical College, Dhaka"
59453,"Zayed University, Abu Dhabi"
59562,"Zaporizhzhia State Medical and Pharmaceutical University, Zaporizhzhia"
60129,"Zee Institute of Creative Arts, Lucknow"
60375,"Zurich University of the Arts, Zurich"
1362,"DAV University, Jalandhar"
