College_Name,State,Stream,Degree,Fee,cluster
Silicon Institute of Technology ,24,3,1,1.804396245913098,100
Silicon Institute of Technology ,24,3,1,0.9844177575963761,100
Xavier University ,24,3,1,0.7160611614199944,100
Bhubaneswar Engineering College ,24,3,1,0.5073393643939198,100
College of Engineering ,24,3,1,0.6564263622696873,100
National Institute of Science and Technology ,24,3,1,0.02094303382422798,100
College of Engineering and Technology ,24,3,1,0.44397739029671857,100
Gandhi Institute for Technology ,24,3,1,-0.13000755152498672,100
Orissa Engineering College ,24,3,1,-0.10950808931706868,100
Parala Maharaja Engineering College ,24,3,1,-0.30742107899715015,100
GITA Autonomous College ,24,3,1,-0.029373827958843586,100
"Seemanta Engineering College, Mayurbhanj ",24,3,1,0.38806976609330573,100
"Trident Academy of Technology, Bhubaneswar ",24,3,1,-0.028255675474775328,100
"Government College of Engineering, Kendujhar ",24,3,1,0.0898957703417705,100
CIPET: Centre for Skilling and Technical Support ,24,3,1,-0.310104644958914,100
"Vignan Institute of Technology And Management, Berhampur ",24,3,1,-0.2157325753035531,100
Krupajal Engineering College ,24,3,1,-0.16355212604703442,100
Indian Institute of Technology ,33,3,1,0.3944059635030258,22
"Graphic Era University, School of Engineering and ",33,3,1,0.44919543522237043,22
"College of Technology, GB Pant University of ",33,3,1,-0.18836020249356217,22
University of Petroleum and Energy Studies ,33,3,1,5.548343480068312,22
"Doon University, Dehradun ",33,3,1,-0.30238939281884303,22
DIT University ,33,3,1,0.3135262671554219,22
Graphic Era University ,33,3,1,0.7734596556021649,22
Graphic Era Hill University ,33,3,1,0.5953006931406226,22
"ICFAI University, Dehradun ",33,3,1,0.14953056949207755,22
"MotherHood University, Roorkee ",33,3,1,-0.1648566372784474,22
