College_Name,State,Stream,Degree,Fee
"Himalayan Group of Professional Institutions, Sirmaur ",Himachal pradesh,Law,UG,54000
Manav Bharti University ,Himachal pradesh,Law,UG,45000
"LR Institute of Legal Studies, Solan ",Himachal pradesh,Law,UG,60000
Himachal Pradesh University ,Himachal pradesh,Law,UG,42000
International Centre For Distance Education And Open ,Himachal pradesh,Law,UG,7440
"Faculty of Legal Sciences, Shoolini University, Solan ",Himachal pradesh,Law,UG,122290
Himachal Pradesh National Law University ,Himachal pradesh,Law,UG,146500
"LR Group of Institutes, Solan ",Himachal pradesh,Law,UG,60000
"Dogra Law College, Jammu ",Jammu,Law,UG,40353
"Kashmir Law College, Srinagar ",Jammu,Law,UG,105000
Central University of Kashmir ,Jammu,Law,UG,12900
University of Kashmir ,Jammu,Law,UG,4500
"Directorate of Distance Education, University Of Kashmir, ",Jammu,Law,UG,6350
"Department of Laws Panjab University, Chandigarh ",Chandigarh,Law,UG,13452
Panjab University ,Chandigarh,Law,UG,9480
"University Institute of Legal Studies, Panjab University, ",Chandigarh,Law,UG,88695
"University Institute of Legal Studies, Chandigarh University ",Chandigarh,Law,UG,120000
"PG Government College for Girls, Chandigarh ",Chandigarh,Law,UG,28350
National Institute of Technology ,Goa,Engineering,UG,144400
Indian Institute of Technology ,Goa,Engineering,UG,229900
Birla Institute of Technology and Science ,Goa,Engineering,UG,399475
Goa College of Engineering ,Goa,Engineering,UG,59500
"Padre Conceicao College of Engineering, Salcete ",Goa,Engineering,UG,130000
"Shree Rayeshwar Institute of Engineering and Information Technology, North Goa ",Goa,Engineering,UG,102300
National Institute of Oceanography ,Goa,Engineering,UG,14000
"Goa University, North Goa ",Goa,Engineering,UG,17290
"Agnel Polytechnic, South Goa ",Goa,Engineering,UG,37200
"Government Polytechnic, Curchorem ",Goa,Engineering,UG,16000
Government Polytechnic ,Goa,Engineering,UG,42300
Goa Institute of Management ,Goa,Management,UG,880000
Sri Sri Institute of Management Studies ,Goa,Management,UG,367000
Sridora Caculo College of Commerce and Management Studies ,Goa,Management,UG,61804
"St. Xavier's College, Bardez ",Goa,Management,UG,62194
Murgaon Education Societys College of Arts and Commerce ,Goa,Management,UG,62275
"Rosary College of Commerce and Arts, Salcete ",Goa,Management,UG,63987
"Goa College of Hospitality and Culinary Education , North Goa ",Goa,Management,UG,85000
"Shree Damodar College of Commerce and Economics, Salcete ",Goa,Management,UG,37407
"Goa University, North Goa ",Goa,Management,UG,128875
"S. S. Dempo College of Commerce and Economics, Panji ",Goa,Management,UG,69856
"Don Bosco College, Panji ",Goa,Management,UG,64554
"St. Xavier's College, Bardez ",Goa,Science,UG,7640
National Institute of Technology ,Goa,Science,UG,28400
Indian Institute of Technology ,Goa,Science,UG,29919
Birla Institute of Technology and Science ,Goa,Science,UG,399475
"Government College of Arts Science and Commerce Sanquelim, North Goa ",Goa,Science,UG,8520
"Carmel College for Women, Salcete ",Goa,Science,UG,9876
"DCT’s Dhempe College of Arts and Science, Panji ",Goa,Science,UG,7130
"Government College of Arts Science and Commerce Quepem, North Goa ",Goa,Science,UG,5540
"Parvatibai Chowgule College of Arts and Science, Salcete ",Goa,Science,UG,19305
National Institute of Oceanography ,Goa,Science,UG,14000
"Goa University, North Goa ",Goa,Science,UG,17290
"Government College of Arts, Science and Commerce, North Goa ",Goa,Science,UG,8800
Government Polytechnic ,Goa,Science,UG,42300
"St. Xavier's College, Bardez ",Goa,Commerce,UG,6180
Birla Institute of Technology and Science ,Goa,Commerce,UG,78625
"Government College of Arts Science and Commerce Sanquelim, North Goa ",Goa,Commerce,UG,6260
Sridora Caculo College of Commerce and Management Studies ,Goa,Commerce,UG,8920
"Carmel College for Women, Salcete ",Goa,Commerce,UG,8906
"Government College of Arts Science and Commerce Quepem, North Goa ",Goa,Commerce,UG,4760
Murgaon Education Societys College of Arts and Commerce ,Goa,Commerce,UG,7708
"Rosary College of Commerce and Arts, Salcete ",Goa,Commerce,UG,8320
"Shree Maliikarjun College of Arts and Commerce, South Goa ",Goa,Commerce,UG,8780
"Shree Damodar College of Commerce and Economics, Salcete ",Goa,Commerce,UG,7805
"Narayan Zantye College of Commerce, North Goa ",Goa,Commerce,UG,5440
"Goa University, North Goa ",Goa,Commerce,UG,10000
"S. S. Dempo College of Commerce and Economics, Panji ",Goa,Commerce,UG,8265
"Government College of Arts, Science and Commerce, North Goa ",Goa,Commerce,UG,7250
Fr. Agnel College of Arts and Commerce ,Goa,Commerce,UG,7880
"Government College of Arts Science and Commerce Sanquelim, North Goa ",Goa,Arts,UG,6260
"St. Xavier's College, Bardez ",Goa,Arts,UG,5980
National Institute of Technology ,Goa,Arts,UG,28400
Indian Institute of Technology ,Goa,Arts,UG,29919
"Carmel College for Women, Salcete ",Goa,Arts,UG,8906
"DCT’s Dhempe College of Arts and Science, Panji ",Goa,Arts,UG,6660
"Government College of Arts Science and Commerce Quepem, North Goa ",Goa,Arts,UG,4760
Murgaon Education Societys College of Arts and Commerce ,Goa,Arts,UG,7708
"Rosary College of Commerce and Arts, Salcete ",Goa,Arts,UG,8110
"Shree Maliikarjun College of Arts and Commerce, South Goa ",Goa,Arts,UG,8920
"Parvatibai Chowgule College of Arts and Science, Salcete ",Goa,Arts,UG,63060
"Goa College of Art, Panji ",Goa,Arts,UG,23320
"Goa University, North Goa ",Goa,Arts,UG,31690
"Don Bosco College, Panji ",Goa,Arts,UG,23339
"Government College of Arts, Science and Commerce, North Goa ",Goa,Arts,UG,8280
Fr. Agnel College of Arts and Commerce ,Goa,Arts,UG,7880
Institute of Hotel Management Catering Technology and Applied Nutrition ,Goa,Hotel-management,UG,102978
"Ann Institute of Hotel Management and Catering Technology, North Goa ",Goa,Hotel-management,UG,195000
"Goa College of Hospitality and Culinary Education , North Goa ",Goa,Hotel-management,UG,119000
Guardian Angel Institute of Hotel Management and Catering Technology ,Goa,Hotel-management,UG,40000
Enviroskills Academy ,Goa,Hotel-management,UG,350000
ICAR-Central Coastal Agricultural Research Institute ,Goa,Agriculture,UG,60000
"Parvatibai Chowgule College of Arts and Science, Salcete ",Goa,Medical,UG,72370
"Goa Medical College and Hospital, Tiswadi ",Goa,Medical,UG,562000
"Goa University, North Goa ",Goa,Medical,UG,47734
"Goa College of Pharmacy, Panji ",Goa,Pharmacy,UG,88100
"Goa University, North Goa ",Goa,Pharmacy,UG,17935
"VM Salgaocar College of Law, Panji ",Goa,Law,UG,21000
"Govind Ramnath Kare College of Law, South Goa ",Goa,Law,UG,27882
"Goa University, North Goa ",Goa,Law,UG,12200
North Eastern Regional Institute of Science and Technology ,Arunachal pradesh,Engineering,UG,20470
National Institute of Technology ,Arunachal pradesh,Engineering,UG,145600
Himalayan University ,Arunachal pradesh,Engineering,UG,81000
Apex Professional University ,Arunachal pradesh,Engineering,UG,70000
Rajiv Gandhi University ,Arunachal pradesh,Engineering,UG,19850
Arunachal University of Studies ,Arunachal pradesh,Engineering,UG,25000
Venkateshwara Open University ,Arunachal pradesh,Engineering,UG,10000
"Tomi Polytechnic College, Basar ",Arunachal pradesh,Engineering,UG,45000
"Government Polytechnic Roing, Roing ",Arunachal pradesh,Engineering,UG,15050
Government Polytechnic ,Arunachal pradesh,Engineering,UG,15350
Rajiv Gandhi Government Polytechnic ,Arunachal pradesh,Engineering,UG,15350
"The Global University, Itanagar ",Arunachal pradesh,Engineering,UG,90000
Himalayan University ,Arunachal pradesh,Management,UG,81000
North Eastern Regional Institute of Science and Technology ,Arunachal pradesh,Management,UG,33080
National Institute of Technology ,Arunachal pradesh,Management,UG,29000
Apex Professional University ,Arunachal pradesh,Management,UG,50000
Rajiv Gandhi University ,Arunachal pradesh,Management,UG,8000
Arunachal University of Studies ,Arunachal pradesh,Management,UG,63000
Venkateshwara Open University ,Arunachal pradesh,Management,UG,25000
"Indira Gandhi Technological And Medical Sciences University, Ziro ",Arunachal pradesh,Management,UG,58500
Rajiv Gandhi Government Polytechnic ,Arunachal pradesh,Management,UG,15350
"The Global University, Itanagar ",Arunachal pradesh,Management,UG,30000
North Eastern Regional Institute of Science and Technology ,Arunachal pradesh,Science,UG,26400
National Institute of Technology ,Arunachal pradesh,Science,UG,37172
Himalayan University ,Arunachal pradesh,Science,UG,81000
Dera Natung Government College ,Arunachal pradesh,Science,UG,6250
Apex Professional University ,Arunachal pradesh,Science,UG,19000
"Jawaharlal Nehru College, East Siang ",Arunachal pradesh,Science,UG,6740
Rajiv Gandhi University ,Arunachal pradesh,Science,UG,11250
Arunachal University of Studies ,Arunachal pradesh,Science,UG,53000
"Institute of Distance Education, Rajiv Gandhi University, Itanagar ",Arunachal pradesh,Science,UG,7180
Venkateshwara Open University ,Arunachal pradesh,Science,UG,12500
"Indira Gandhi Technological And Medical Sciences University, Ziro ",Arunachal pradesh,Science,UG,34000
Rajiv Gandhi Government Polytechnic ,Arunachal pradesh,Science,UG,15350
"The Global University, Itanagar ",Arunachal pradesh,Science,UG,15000
"Mudo Tamo Memorial College, Lower Subansiri ",Arunachal pradesh,Science,UG,60000
Himalayan University ,Arunachal pradesh,Commerce,UG,81000
Dera Natung Government College ,Arunachal pradesh,Commerce,UG,6250
Apex Professional University ,Arunachal pradesh,Commerce,UG,50000
"Jawaharlal Nehru College, East Siang ",Arunachal pradesh,Commerce,UG,6340
"Saint Claret College, Ziro ",Arunachal pradesh,Commerce,UG,42600
Rajiv Gandhi University ,Arunachal pradesh,Commerce,UG,6000
Arunachal University of Studies ,Arunachal pradesh,Commerce,UG,60000
Venkateshwara Open University ,Arunachal pradesh,Commerce,UG,10000
"Indira Gandhi Technological And Medical Sciences University, Ziro ",Arunachal pradesh,Commerce,UG,34000
"Don Bosco College, Itanagar ",Arunachal pradesh,Commerce,UG,37900
"The Global University, Itanagar ",Arunachal pradesh,Commerce,UG,13000
"Mahabodhi Lord Buddha College, Namsai ",Arunachal pradesh,Commerce,UG,30000
Dera Natung Government College ,Arunachal pradesh,Arts,UG,6250
North Eastern Regional Institute of Science and Technology ,Arunachal pradesh,Arts,UG,33080
Himalayan University ,Arunachal pradesh,Arts,UG,81000
Apex Professional University ,Arunachal pradesh,Arts,UG,19000
"Jawaharlal Nehru College, East Siang ",Arunachal pradesh,Arts,UG,5940
"Saint Claret College, Ziro ",Arunachal pradesh,Arts,UG,40600
"St Francis Sales College, West Siang ",Arunachal pradesh,Arts,UG,50700
Rajiv Gandhi University ,Arunachal pradesh,Arts,UG,5000
Arunachal University of Studies ,Arunachal pradesh,Arts,UG,28000
"Institute of Distance Education, Rajiv Gandhi University, Itanagar ",Arunachal pradesh,Arts,UG,5400
Venkateshwara Open University ,Arunachal pradesh,Arts,UG,20000
"Indira Gandhi Technological And Medical Sciences University, Ziro ",Arunachal pradesh,Arts,UG,34000
"Don Bosco College, Itanagar ",Arunachal pradesh,Arts,UG,37300
Siang Royal Academy ,Arunachal pradesh,Arts,UG,25000
"The Global University, Itanagar ",Arunachal pradesh,Arts,UG,14000
"Mahabodhi Lord Buddha College, Namsai ",Arunachal pradesh,Arts,UG,30000
"Mudo Tamo Memorial College, Lower Subansiri ",Arunachal pradesh,Arts,UG,30000
"Doying Gumin College, Pasighat ",Arunachal pradesh,Arts,UG,22500
Himalayan University ,Arunachal pradesh,Hotel-management,UG,85000
Apex Professional University ,Arunachal pradesh,Hotel-management,UG,19000
Arunachal University of Studies ,Arunachal pradesh,Hotel-management,UG,63000
Venkateshwara Open University ,Arunachal pradesh,Hotel-management,UG,10000
Rajiv Gandhi Government Polytechnic ,Arunachal pradesh,Hotel-management,UG,15350
"The Global University, Itanagar ",Arunachal pradesh,Hotel-management,UG,20000
North Eastern Regional Institute of Science and Technology ,Arunachal pradesh,Agriculture,UG,26400
Himalayan University ,Arunachal pradesh,Agriculture,UG,81000
Apex Professional University ,Arunachal pradesh,Agriculture,UG,95000
Arunachal University of Studies ,Arunachal pradesh,Agriculture,UG,63000
"The Global University, Itanagar ",Arunachal pradesh,Agriculture,UG,25000
Himalayan University ,Arunachal pradesh,Medical,UG,21000
Apex Professional University ,Arunachal pradesh,Medical,UG,100000
Rajiv Gandhi University ,Arunachal pradesh,Medical,UG,10050
Arunachal University of Studies ,Arunachal pradesh,Medical,UG,155000
"Indira Gandhi Technological And Medical Sciences University, Ziro ",Arunachal pradesh,Medical,UG,59000
"North East Homoeopathic Medical College And Hospital, Itanagar ",Arunachal pradesh,Medical,UG,250000
"Sarah Institute of Paramedical Sciences, Itanagar ",Arunachal pradesh,Medical,UG,85000
"The Global University, Itanagar ",Arunachal pradesh,Medical,UG,40000
Himalayan University ,Arunachal pradesh,Pharmacy,UG,81000
Apex Professional University ,Arunachal pradesh,Pharmacy,UG,120000
Arunachal University of Studies ,Arunachal pradesh,Pharmacy,UG,105000
"The Global University, Itanagar ",Arunachal pradesh,Pharmacy,UG,60000
Himalayan University ,Arunachal pradesh,Law,UG,81000
Apex Professional University ,Arunachal pradesh,Law,UG,70000
Arunachal University of Studies ,Arunachal pradesh,Law,UG,85100
"Indira Gandhi Technological And Medical Sciences University, Ziro ",Arunachal pradesh,Law,UG,58000
"The Global University, Itanagar ",Arunachal pradesh,Law,UG,35000
National Institute of Technology ,Meghalaya,Engineering,UG,253700
"CMJ University, Ri-Bhoi ",Meghalaya,Engineering,UG,375000
North-Eastern Hill University ,Meghalaya,Engineering,UG,5060
William Carey University ,Meghalaya,Engineering,UG,106000
Mahatma Gandhi University ,Meghalaya,Engineering,UG,16000
"MIT University, Shillong ",Meghalaya,Engineering,UG,135000
Regional Institute of Science and Technolog ,Meghalaya,Engineering,UG,125000
"Tura Polytechnic College, Tura ",Meghalaya,Engineering,UG,3516
"Jowai Polytechnic, Jowai ",Meghalaya,Engineering,UG,1500
Indian Institute of Management ,Meghalaya,Management,UG,146000
Martin Luther Christian University ,Meghalaya,Management,UG,157400
"CMJ University, Ri-Bhoi ",Meghalaya,Management,UG,145000
University of Science and Technology ,Meghalaya,Management,UG,145000
North-Eastern Hill University ,Meghalaya,Management,UG,13950
William Carey University ,Meghalaya,Management,UG,118000
Mahatma Gandhi University ,Meghalaya,Management,UG,50000
National Institute of Fashion Technology ,Meghalaya,Management,UG,206750
"ICFAI University, Shillong ",Meghalaya,Management,UG,41000
"MIT University, Shillong ",Meghalaya,Management,UG,55000
"Lady Keane College, Shillong ",Meghalaya,Management,UG,44520
"Shillong College, Shillong ",Meghalaya,Management,UG,35310
Techno Global University ,Meghalaya,Management,UG,300000
Indian Institute of Management ,Meghalaya,Science,UG,60000
National Institute of Technology ,Meghalaya,Science,UG,39000
"CMJ University, Ri-Bhoi ",Meghalaya,Science,UG,28000
North-Eastern Hill University ,Meghalaya,Science,UG,5010
Martin Luther Christian University ,Meghalaya,Science,UG,109900
University of Science and Technology ,Meghalaya,Science,UG,148000
Mahatma Gandhi University ,Meghalaya,Science,UG,50000
William Carey University ,Meghalaya,Science,UG,114000
"Lady Keane College, Shillong ",Meghalaya,Science,UG,32120
"Sankardev College, Shillong ",Meghalaya,Science,UG,19910
"St Mary's College, Shillong ",Meghalaya,Science,UG,30620
"Union Christian College, Shillong ",Meghalaya,Science,UG,27540
"Shillong College, Shillong ",Meghalaya,Science,UG,32610
"St. Edmund's College, Shillong ",Meghalaya,Science,UG,72220
"CMJ University, Ri-Bhoi ",Meghalaya,Commerce,UG,65000
North-Eastern Hill University ,Meghalaya,Commerce,UG,4810
Martin Luther Christian University ,Meghalaya,Commerce,UG,88500
University of Science and Technology ,Meghalaya,Commerce,UG,180000
Mahatma Gandhi University ,Meghalaya,Commerce,UG,30000
William Carey University ,Meghalaya,Commerce,UG,87300
"ICFAI University, Shillong ",Meghalaya,Commerce,UG,22000
Jaintia Eastern College ,Meghalaya,Commerce,UG,15200
"St Mary's College, Shillong ",Meghalaya,Commerce,UG,19320
"Umshyrpi College, Shillong ",Meghalaya,Commerce,UG,24550
"Union Christian College, Shillong ",Meghalaya,Commerce,UG,21540
"Shillong College, Shillong ",Meghalaya,Commerce,UG,20730
"St. Edmund's College, Shillong ",Meghalaya,Commerce,UG,41820
Indian Institute of Management ,Meghalaya,Arts,UG,750000
"CMJ University, Ri-Bhoi ",Meghalaya,Arts,UG,75000
North-Eastern Hill University ,Meghalaya,Arts,UG,4910
Martin Luther Christian University ,Meghalaya,Arts,UG,30500
University of Science and Technology ,Meghalaya,Arts,UG,105000
Mahatma Gandhi University ,Meghalaya,Arts,UG,40000
William Carey University ,Meghalaya,Arts,UG,46000
"ICFAI University, Shillong ",Meghalaya,Arts,UG,20000
Jaintia Eastern College ,Meghalaya,Arts,UG,15000
"Lady Keane College, Shillong ",Meghalaya,Arts,UG,19870
"Sankardev College, Shillong ",Meghalaya,Arts,UG,14510
"St Mary's College, Shillong ",Meghalaya,Arts,UG,19970
"Umshyrpi College, Shillong ",Meghalaya,Arts,UG,24550
"Union Christian College, Shillong ",Meghalaya,Arts,UG,41230
"Shillong College, Shillong ",Meghalaya,Arts,UG,20730
Techno Global University ,Meghalaya,Arts,UG,250000
"St. Edmund's College, Shillong ",Meghalaya,Arts,UG,28620
"CMJ University, Ri-Bhoi ",Meghalaya,Hotel-management,UG,120000
Mahatma Gandhi University ,Meghalaya,Hotel-management,UG,70000
William Carey University ,Meghalaya,Hotel-management,UG,76000
"Institute of Hotel Management Catering Technology and Applied Nutrition, Shillong ",Meghalaya,Hotel-management,UG,116800
"CMJ University, Ri-Bhoi ",Meghalaya,Agriculture,UG,235000
William Carey University ,Meghalaya,Agriculture,UG,121000
Techno Global University ,Meghalaya,Agriculture,UG,240000
"Tura Polytechnic College, Tura ",Meghalaya,Agriculture,UG,3516
"CMJ University, Ri-Bhoi ",Meghalaya,Medical,UG,95000
Martin Luther Christian University ,Meghalaya,Medical,UG,109900
University of Science and Technology ,Meghalaya,Medical,UG,138000
Mahatma Gandhi University ,Meghalaya,Medical,UG,70000
North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences ,Meghalaya,Medical,UG,6020
Indian Institute of Public Health ,Meghalaya,Medical,UG,110000
"CMJ University, Ri-Bhoi ",Meghalaya,Pharmacy,UG,180000
University of Science and Technology ,Meghalaya,Pharmacy,UG,184000
