College_Name,State,Stream,Degree,Fee
Career Point University ,Himachal pradesh,Arts,UG,65000
Sri Sai University ,Himachal pradesh,Arts,UG,35000
"Arni University, Kangra ",Himachal pradesh,Arts,UG,25000
Bahra University ,Himachal pradesh,Arts,UG,60000
"AP Goyal Shimla University, Shimla ",Himachal pradesh,Arts,UG,60000
Manav Bharti University ,Himachal pradesh,Arts,UG,25000
"Akal College of Economics, Commerce and Management, ",Himachal pradesh,Arts,UG,73000
Baba Balak Nath Post Graduate College ,Himachal pradesh,Arts,UG,2955
"GGDSD College, Palampur ",Himachal pradesh,Arts,UG,15190
"Government Post Graduate College, Una ",Himachal pradesh,Arts,UG,4219
"MP Govt College, Una ",Himachal pradesh,Arts,UG,3125
"Pandit Sant Ram Government College, Kangra ",Himachal pradesh,Arts,UG,2144
"Vallabh Government College, Mandi ",Himachal pradesh,Arts,UG,2160
Himachal Pradesh University ,Himachal pradesh,Arts,UG,5800
Swami Vivekanand Government College ,Himachal pradesh,Arts,UG,2434
"Government College, Kangra ",Himachal pradesh,Arts,UG,2850
"Government Post Graduate College, Chamba ",Himachal pradesh,Arts,UG,1576
Shri Mata Vaishno Devi University ,Jammu,Arts,UG,81750
Indian Institute of Technology ,Jammu,Arts,UG,40750
Islamic University of Science and Technology ,Jammu,Arts,UG,52200
Government College for Women ,Jammu,Arts,UG,28560
"Government College for Women, Srinagar ",Jammu,Arts,UG,4382
"Government Degree College, Jammu ",Jammu,Arts,UG,7290
"Government Degree College for Boys, Udhampur ",Jammu,Arts,UG,6170
"Government Degree College for Women, Anantnag ",Jammu,Arts,UG,2530
"Government MAM College, Jammu ",Jammu,Arts,UG,5028
"Jamia Tul Banat Saifni, Srinagar ",Jammu,Arts,UG,43000
"Baba Farid College of Education, Kathua ",Jammu,Arts,UG,36500
Baba Ghulam Shah Badshah University ,Jammu,Arts,UG,67500
"Central University of Jammu, Jammu ",Jammu,Arts,UG,26050
Central University of Kashmir ,Jammu,Arts,UG,3000
University of Kashmir ,Jammu,Arts,UG,9350
"Government Degree College, Baramulla ",Jammu,Arts,UG,2644
Government Degree College Pulwama ,Jammu,Arts,UG,2450
"Islamia College of Science and Commerce, Srinagar ",Jammu,Arts,UG,12185
Mehr Chand Mahajan Dayanand Anglo Vedic College ,Chandigarh,Arts,UG,20040
DAV College ,Chandigarh,Arts,UG,37430
"Post Graduate Government College for Girls, Chandigarh ",Chandigarh,Arts,UG,16670
"Post Graduate Government College, Chandigarh ",Chandigarh,Arts,UG,16670
Panjab University ,Chandigarh,Arts,UG,8100
"Government Home Science College, Chandigarh ",Chandigarh,Arts,UG,27731
"University School of Business, Chandigarh University ",Chandigarh,Arts,UG,70000
Goswami Ganesh Dutt Sanatan Dharama College ,Chandigarh,Arts,UG,23500
"Guru Gobind Singh College for Women, Chandigarh ",Chandigarh,Arts,UG,37396
"Dev Samaj College for Women, Chandigarh ",Chandigarh,Arts,UG,17350
Indian National Portage Association ,Chandigarh,Arts,UG,6000
Regional Institute of English ,Chandigarh,Arts,UG,20267
"Institute of Fine Arts, Chandigarh ",Chandigarh,Arts,UG,62000
Swami Vivekanand College of Education ,Chandigarh,Arts,UG,24000
Sri Guru Gobind Singh College ,Chandigarh,Arts,UG,20425
"PG Government College for Girls, Chandigarh ",Chandigarh,Arts,UG,21985
Indian Institute of Fashion & Design ,Chandigarh,Arts,UG,144000
"University School of Open Learning, Panjab University ",Chandigarh,Arts,UG,16190
"Institute of Distance & Online Learning, Chandigarh ",Chandigarh,Arts,UG,19600
"Government College of Arts, Chandigarh ",Chandigarh,Arts,UG,7130
Government Polytechnic for Women ,Chandigarh,Arts,UG,7225
Swami Vivekanand College of Management and Technology ,Chandigarh,Arts,UG,10000
Swami Vivekanand Group Of Institutes ,Chandigarh,Arts,UG,30000
Institute of Hotel Management Catering Technology and ,Assam,Hotel-management,UG,110250
Royal Global University ,Assam,Hotel-management,UG,90000
Assam Down Town University ,Assam,Hotel-management,UG,100000
"Sibsagar Commerce College, Sibsagar ",Assam,Hotel-management,UG,500
AIHM Institute of tourism and hotel management ,Assam,Hotel-management,UG,30000
Institute of Advanced Management ,Assam,Hotel-management,UG,130000
"Jettwings Group of Institutes, Guwahati ",Assam,Hotel-management,UG,101000
"CEC, Guwahati ",Assam,Hotel-management,UG,15000
Institute of Hotel Management ,Bihar,Hotel-management,UG,46040
"Admerit College, Patna ",Bihar,Hotel-management,UG,21000
Institute of Hotel Management ,Bihar,Hotel-management,UG,109950
"Dr. Zakir Husain Institute, Patna ",Bihar,Hotel-management,UG,41500
Shri Rawatpura Sarkar University ,Chhattisgarh,Hotel-management,UG,30700
Maharishi University of Management and Technology Bilaspur ,Chhattisgarh,Hotel-management,UG,20000
"Government DB Girl's Post Graduate College, Raipur ",Chhattisgarh,Hotel-management,UG,1630
"Bilaspur University- [BU], Bilaspur ",Chhattisgarh,Hotel-management,UG,33410
Birla Institute of Technology ,Jharkhand,Hotel-management,UG,188000
YBN University ,Jharkhand,Hotel-management,UG,49600
"RKDF University, Ranchi ",Jharkhand,Hotel-management,UG,100000
Radha Govind University ,Jharkhand,Hotel-management,UG,63000
"Institute of Management Studies, Ranchi University ",Jharkhand,Hotel-management,UG,60000
Institute of Science and Management ,Jharkhand,Hotel-management,UG,280000
Institute of Hotel Management ,Jharkhand,Hotel-management,UG,112500
Institute of Hotel Management Catering and Nutrition ,Himachal pradesh,Hotel-management,UG,36650
Heritage Institute of Hotel and Tourism ,Himachal pradesh,Hotel-management,UG,330000
"Faculty of Management Sciences and Liberal Arts, ",Himachal pradesh,Hotel-management,UG,157460
Indus International University ,Himachal pradesh,Hotel-management,UG,90000
Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya ,Himachal pradesh,Hotel-management,UG,66376
"Shoolini University, Solan ",Himachal pradesh,Hotel-management,UG,157460
Maharishi Markandeshwar ,Himachal pradesh,Hotel-management,UG,85500
Baddi University of Emerging Sciences and Technologies ,Himachal pradesh,Hotel-management,UG,60847
IEC University Baddi ,Himachal pradesh,Hotel-management,UG,43600
Career Point University ,Himachal pradesh,Hotel-management,UG,41000
Sri Sai University ,Himachal pradesh,Hotel-management,UG,60000
"Arni University, Kangra ",Himachal pradesh,Hotel-management,UG,65000
Bahra University ,Himachal pradesh,Hotel-management,UG,69650
Maharaja Agrasen University ,Himachal pradesh,Hotel-management,UG,70000
Himachal Institute of Engineering and Technology ,Himachal pradesh,Hotel-management,UG,67500
"Chitkara University, Solan ",Himachal pradesh,Hotel-management,UG,110000
"Bells Institute of Management & Technology, Shimla ",Himachal pradesh,Hotel-management,UG,60000
Arni School of Hospitality and Tourism Management ,Himachal pradesh,Hotel-management,UG,62000
College of Basic Sciences ,Himachal pradesh,Hotel-management,UG,53676
State Institute of Hotel Management Catering Technology ,Himachal pradesh,Hotel-management,UG,106900
Institute of Hotel Management Catering Technology and ,Jammu,Hotel-management,UG,106900
"Government College for Women, Srinagar ",Jammu,Hotel-management,UG,5000
Baba Ghulam Shah Badshah University ,Jammu,Hotel-management,UG,12000
Central University of Kashmir ,Jammu,Hotel-management,UG,30000
Dr.Ambedkar Institute of Hotel Management Catering and ,Chandigarh,Hotel-management,UG,122460
Chandigarh Institute of Hotel Management and Catering ,Chandigarh,Hotel-management,UG,300000
"Chitkara School of Hospitality -[CSH], Chandigarh ",Chandigarh,Hotel-management,UG,107020
Hotel & Catering Management Institute ,Chandigarh,Hotel-management,UG,94000
"IITT Institutions, Chandigarh ",Chandigarh,Hotel-management,UG,50850
"UEI Global, Chandigarh ",Chandigarh,Hotel-management,UG,326000
Swami Vivekanand Group Of Institutes ,Chandigarh,Hotel-management,UG,50000
Assam Agricultural University ,Assam,Agriculture,UG,13150
"Dibrugarh University, Dibrugarh ",Assam,Agriculture,UG,32380
Tezpur University ,Assam,Agriculture,UG,32377
Royal Global University ,Assam,Agriculture,UG,47000
Gauhati University ,Assam,Agriculture,UG,63000
Central Institute of Technology ,Assam,Agriculture,UG,70200
"Madhab Choudhury College, Barpeta ",Assam,Agriculture,UG,1500
Krishna Kanta Handiqui State Open University ,Assam,Agriculture,UG,4535
"Cotton University, Guwahati ",Assam,Agriculture,UG,7450
"Dr. Rajendra Prasad Central Agricultural University, Samastipur ",Bihar,Agriculture,UG,29100
Bihar Agricultural University ,Bihar,Agriculture,UG,13000
"Tirhut College of Agriculture, Muzaffarpur ",Bihar,Agriculture,UG,25010
"Sandip University, Madhuban ",Bihar,Agriculture,UG,130000
Patna University ,Bihar,Agriculture,UG,15000
Gopal Narayan Singh University ,Bihar,Agriculture,UG,100000
Nalanda Open University ,Bihar,Agriculture,UG,1650
Dr. C.V. Raman University ,Bihar,Agriculture,UG,60000
"H.D. Jain College, Arrah ",Bihar,Agriculture,UG,1000
"M.V. College, Buxar ",Bihar,Agriculture,UG,1000
Indira Gandhi Krishi Vishwavidyalaya ,Chhattisgarh,Agriculture,UG,19160
"RMD College of Agriculture and Research Station, ",Chhattisgarh,Agriculture,UG,5000
Chhattisgarh Kamdhenu Vishwavidyalaya ,Chhattisgarh,Agriculture,UG,13440
Pt. Ravishankar Shukla University ,Chhattisgarh,Agriculture,UG,29150
"Bastar University, Bastar ",Chhattisgarh,Agriculture,UG,3585
Birsa Agricultural University ,Jharkhand,Agriculture,UG,13500
"Sai Nath University, Ranchi ",Jharkhand,Agriculture,UG,20000
YBN University ,Jharkhand,Agriculture,UG,24500
"AISECT University, Hazaribagh ",Jharkhand,Agriculture,UG,36000
"RKDF University, Ranchi ",Jharkhand,Agriculture,UG,70000
Jharkhand Rai University ,Jharkhand,Agriculture,UG,128000
Radha Govind University ,Jharkhand,Agriculture,UG,60000
Usha Martin University ,Jharkhand,Agriculture,UG,91000
Capital University ,Jharkhand,Agriculture,UG,110000
"KB Women's College, Hazaribagh ",Jharkhand,Agriculture,UG,10000
"Dr. Shyama Prasad Mukherjee University, Ranchi ",Jharkhand,Agriculture,UG,22000
Dr YS Parmar University of Horticulture and ,Himachal pradesh,Agriculture,UG,49600
Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya ,Himachal pradesh,Agriculture,UG,26376
"Shoolini University, Solan ",Himachal pradesh,Agriculture,UG,113626
Maharishi Markandeshwar ,Himachal pradesh,Agriculture,UG,103500
Eternal University ,Himachal pradesh,Agriculture,UG,75000
Abhilashi University ,Himachal pradesh,Agriculture,UG,70000
Baddi University of Emerging Sciences and Technologies ,Himachal pradesh,Agriculture,UG,117274
"College of Agriculture, Palampur ",Himachal pradesh,Agriculture,UG,42918
State Institute of Hotel Management Catering Technology ,Himachal pradesh,Agriculture,UG,22300
Akal College of Agriculture ,Himachal pradesh,Agriculture,UG,75000
Akal College of Basic Sciences ,Himachal pradesh,Agriculture,UG,75000
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,Agriculture,UG,31400
"Government Degree College for Women, Anantnag ",Jammu,Agriculture,UG,3930
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,Agriculture,UG,40566
Panjab University ,Chandigarh,Agriculture,UG,34923
Swami Vivekanand Group Of Institutes ,Chandigarh,Agriculture,UG,70000
Royal Global University ,Assam,Medical,UG,90000
Assam Down Town University ,Assam,Medical,UG,90000
"Assam Women's University, Jorhat ",Assam,Medical,UG,14066
"Assam Medical College, Dibrugarh ",Assam,Medical,UG,25000
Jorhat Medical College ,Assam,Medical,UG,17500
Silchar Medical College ,Assam,Medical,UG,22000
Army Institute of Nursing ,Assam,Medical,UG,129950
Kaziranga University ,Assam,Medical,UG,80500
Krishna Kanta Handiqui State Open University ,Assam,Medical,UG,11235
Fakhruddin Ali Ahmed Medical College and Hospital ,Assam,Medical,UG,20000
Tezpur Medical College & Hospital ,Assam,Medical,UG,27075
"Pub Kamrup College, Kamrup ",Assam,Medical,UG,4000
"Krishnaguru Adhyatmik Visvavidyalaya, Barpeta ",Assam,Medical,UG,70000
"PEWS Group of Institutions, Guwahati ",Assam,Medical,UG,90000
"Majuli University of Culture, Majuli ",Assam,Medical,UG,11850
Indira Gandhi Institute of Medical Sciences ,Bihar,Medical,UG,24000
Aryabhatta Knowledge University ,Bihar,Medical,UG,42000
Patna University ,Bihar,Medical,UG,12500
Nalanda Open University ,Bihar,Medical,UG,5500
"Al-Karim University, Katihar ",Bihar,Medical,UG,379000
Dr. C.V. Raman University ,Bihar,Medical,UG,20000
"H.D. Jain College, Arrah ",Bihar,Medical,UG,3000
"M.V. College, Buxar ",Bihar,Medical,UG,3000
Dr RB Singh Gaya Homoeopathic Medical College ,Bihar,Medical,UG,192500
Anugrah Narayan Magadh Medical College and Hospital ,Bihar,Medical,UG,9700
Jawaharlal Nehru Medical College ,Bihar,Medical,UG,61500
"Katihar Medical College, Katihar ",Bihar,Medical,UG,2650000
Patna Medical College ,Bihar,Medical,UG,279
"Zulfequar Haider Unani Medical College and Hospital, ",Bihar,Medical,UG,287050
BR Ambedkar Bihar University ,Bihar,Medical,UG,6000
All India Institute of Medical Sciences ,Bihar,Medical,UG,1628
Lalit Narayan Mithila University ,Bihar,Medical,UG,12000
Maulana Mazharul Haque Arabic and Persian University ,Bihar,Medical,UG,28200
Vardhman Institute of Medical Sciences ,Bihar,Medical,UG,15600
Shri Krishna Medical College ,Bihar,Medical,UG,20100
"MATS University, Raipur ",Chhattisgarh,Medical,UG,13000
Shri Rawatpura Sarkar University ,Chhattisgarh,Medical,UG,45200
Maharishi University of Management and Technology Bilaspur ,Chhattisgarh,Medical,UG,12000
"ISBM University, Raipur ",Chhattisgarh,Medical,UG,22900
"D.L.S. P.G. College, Bilaspur ",Chhattisgarh,Medical,UG,8000
All India Institute of Medical Sciences ,Chhattisgarh,Medical,UG,3165
"Apollo College of Physiotherapy, Durg ",Chhattisgarh,Medical,UG,52500
Chhattisgarh Institute of Medical Sciences ,Chhattisgarh,Medical,UG,42000
"Netaji Subhash College, Raipur ",Chhattisgarh,Medical,UG,15980
Pandit Sundarlal Sharma Open University ,Chhattisgarh,Medical,UG,8200
"St Vincent Pallotti College, Raipur ",Chhattisgarh,Medical,UG,17600
"Dr. CV Raman University, Institute of Open ",Chhattisgarh,Medical,UG,21000
Pt. Jawahar Lal Nehru Memorial Medical College ,Chhattisgarh,Medical,UG,50000
Late Shri Lakhi Ram Agrawal Memorial Government ,Chhattisgarh,Medical,UG,50000
Government Medical College Rajnandgaon ,Chhattisgarh,Medical,UG,50000
Shri Shankaracharya Institute Of Medical Sciences ,Chhattisgarh,Medical,UG,713156
"Ranchi University, Ranchi ",Jharkhand,Medical,UG,2350
Central Institute of Psychiatry ,Jharkhand,Medical,UG,3000
YBN University ,Jharkhand,Medical,UG,44500
"AISECT University, Hazaribagh ",Jharkhand,Medical,UG,15000
"RKDF University, Ranchi ",Jharkhand,Medical,UG,153000
Jharkhand Rai University ,Jharkhand,Medical,UG,75000
Netaji Subhas University ,Jharkhand,Medical,UG,40000
Radha Govind University ,Jharkhand,Medical,UG,26000
"Arka Jain University, Jamshedpur ",Jharkhand,Medical,UG,93000
Usha Martin University ,Jharkhand,Medical,UG,60000
Sarala Birla University ,Jharkhand,Medical,UG,38300
Ramchandra Chandravansi University ,Jharkhand,Medical,UG,30000
"Jamshedpur Women's College, Jamshedpur ",Jharkhand,Medical,UG,26000
Shine Abdur Razzaque Ansari Institute of Health ,Jharkhand,Medical,UG,45000
"Mahatma Gandhi Memorial Medical College, Jamshedpur ",Jharkhand,Medical,UG,1500
"Vananchal Educational and Welfare Trust, Garhwa ",Jharkhand,Medical,UG,130000
"Dr. Shyama Prasad Mukherjee University, Ranchi ",Jharkhand,Medical,UG,30000
"Pragyan International University, Ranchi ",Jharkhand,Medical,UG,19500
All India Institute of Medical Sciences ,Jharkhand,Medical,UG,1693
Shrinivas Institute of Paramedical Sciences ,Jharkhand,Medical,UG,36000
"Shoolini University, Solan ",Himachal pradesh,Medical,UG,176750
Maharishi Markandeshwar ,Himachal pradesh,Medical,UG,73500
Eternal University ,Himachal pradesh,Medical,UG,70000
Abhilashi University ,Himachal pradesh,Medical,UG,260000
Baddi University of Emerging Sciences and Technologies ,Himachal pradesh,Medical,UG,109623
IEC University Baddi ,Himachal pradesh,Medical,UG,88600
Career Point University ,Himachal pradesh,Medical,UG,45000
Bahra University ,Himachal pradesh,Medical,UG,74700
Solan Homoeopathic Medical College and Hospital ,Himachal pradesh,Medical,UG,93875
Indira Gandhi Medical College ,Himachal pradesh,Medical,UG,13000
Himachal Pradesh University ,Himachal pradesh,Medical,UG,76500
Akal College of Public Health and Hospital ,Himachal pradesh,Medical,UG,65000
"Dr. Y. S. Parmar Medical College Nahan, ",Himachal pradesh,Medical,UG,60000
Pt. Jawahar Lal Nehru Government Medical College ,Himachal pradesh,Medical,UG,60000
Shri Lal Bahadur Shastri Government Medical College ,Himachal pradesh,Medical,UG,60000
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,Medical,UG,60000
Jammu Institute of Ayurveda and Research College ,Jammu,Medical,UG,113500
"Acharya Shri Chander College of Medical Sciences, ",Jammu,Medical,UG,39000
"Government Medical College, Srinagar ",Jammu,Medical,UG,35625
Sher-i-Kashmir Institute of Medical Sciences ,Jammu,Medical,UG,18500
Jammu College of Physiotherapy ,Jammu,Medical,UG,100060
Kashmir Tibbia College Hospital and Research Centre ,Jammu,Medical,UG,110000
"Government Polytechnic For Women, Srinagar ",Jammu,Medical,UG,2130
Post Graduate Institute of Medical Education & ,Chandigarh,Medical,UG,3470
Government Medical College and Hospital ,Chandigarh,Medical,UG,25000
Panjab University ,Chandigarh,Medical,UG,53800
"Sri Guru Gobind Singh College of Pharmacy, ",Chandigarh,Medical,UG,2575
DAV College ,Chandigarh,Medical,UG,23510
"Homoeopathic Medical College & Hospital, Chandigarh ",Chandigarh,Medical,UG,85000
Shivalik Institute of Paramedical Technology ,Chandigarh,Medical,UG,70000
Swami Vivekanand Group Of Institutes ,Chandigarh,Medical,UG,32840
"Dibrugarh University, Dibrugarh ",Assam,Pharmacy,UG,6000
Girijananda Chowdhury Institute of Pharmaceutical Science ,Assam,Pharmacy,UG,155000
Royal Global University ,Assam,Pharmacy,UG,120000
Assam Down Town University ,Assam,Pharmacy,UG,150000
Assam Science and Technology University ,Assam,Pharmacy,UG,21000
National Institute of Pharmaceutical Education And Research ,Assam,Pharmacy,UG,123350
"Assam University, Silchar ",Assam,Pharmacy,UG,41545
Kaziranga University ,Assam,Pharmacy,UG,120500
NETES Institute of Pharmaceutical Science ,Assam,Pharmacy,UG,190000
"NEPEDS Group of Institutions, Guwahati ",Assam,Pharmacy,UG,475000
Indira Gandhi Institute of Medical Sciences ,Bihar,Pharmacy,UG,20000
Gopal Narayan Singh University ,Bihar,Pharmacy,UG,80000
"Sachchidanand Sinha College, Aurangabad ",Bihar,Pharmacy,UG,64500
"Bihar College of Pharmacy, Patna ",Bihar,Pharmacy,UG,110000
National Institute of Pharmaceutical Education And Research ,Bihar,Pharmacy,UG,69500
"Mata Gujri University, Kishanganj ",Bihar,Pharmacy,UG,106000
Nibha Institute of Pharmaceutical Sciences ,Bihar,Pharmacy,UG,100000
Chanakya College of Pharmacy and Medical Science ,Bihar,Pharmacy,UG,119250
"Aadarsh India Technical and Paramedical College, Muzaffarpur ",Bihar,Pharmacy,UG,25000
Guru Ghasidas Vishwavidyalaya ,Chhattisgarh,Pharmacy,UG,26200
Pt. Ravishankar Shukla University ,Chhattisgarh,Pharmacy,UG,25000
Dr. C.V. Raman University ,Chhattisgarh,Pharmacy,UG,55000
Shri Rawatpura Sarkar University ,Chhattisgarh,Pharmacy,UG,75200
Chouksey Engineering College ,Chhattisgarh,Pharmacy,UG,74800
Shri Shankaracharya Group of Institutions ,Chhattisgarh,Pharmacy,UG,39550
"Rungta Group of Institutions Bhilai Campus, Bhilai ",Chhattisgarh,Pharmacy,UG,75800
"ISBM University, Raipur ",Chhattisgarh,Pharmacy,UG,68900
"Rungta Group of Institutions Raipur Campus, Raipur ",Chhattisgarh,Pharmacy,UG,71900
"Apollo College of Pharmacy, Durg ",Chhattisgarh,Pharmacy,UG,63530
Columbia Institute of Pharmacy ,Chhattisgarh,Pharmacy,UG,65150
Chhattisgarh Swami Vivekanand Technical University ,Chhattisgarh,Pharmacy,UG,41650
"Sarguja University, Surguja ",Chhattisgarh,Pharmacy,UG,30295
"Kalinga University, Raipur ",Chhattisgarh,Pharmacy,UG,110250
Shri Rawatpura Sarkar Institute of Pharmacy ,Chhattisgarh,Pharmacy,UG,58800
Rungta College of Pharmaceutical Sciences and Research ,Chhattisgarh,Pharmacy,UG,75800
Rungta College of Pharmaceutical Science & Research ,Chhattisgarh,Pharmacy,UG,71900
Rungta Institute of Pharmaceutical Education & Research ,Chhattisgarh,Pharmacy,UG,71900
Rungta Institute of Pharmaceutical Sciences ,Chhattisgarh,Pharmacy,UG,35950
Chhatrapati Shivaji Institute of Pharmacy ,Chhattisgarh,Pharmacy,UG,71900
Birla Institute of Technology ,Jharkhand,Pharmacy,UG,265000
YBN University ,Jharkhand,Pharmacy,UG,125500
"RKDF University, Ranchi ",Jharkhand,Pharmacy,UG,65000
Jharkhand Rai University ,Jharkhand,Pharmacy,UG,115000
Netaji Subhas University ,Jharkhand,Pharmacy,UG,90000
"Sai Nath University, Ranchi ",Jharkhand,Pharmacy,UG,107000
Radha Govind University ,Jharkhand,Pharmacy,UG,95000
"Arka Jain University, Jamshedpur ",Jharkhand,Pharmacy,UG,98000
Ramchandra Chandravansi University ,Jharkhand,Pharmacy,UG,100000
Shine Abdur Razzaque Ansari Institute of Health ,Jharkhand,Pharmacy,UG,100000
"Pragyan International University, Ranchi ",Jharkhand,Pharmacy,UG,14500
"Sahyog College of Medical Sciences, Khunti ",Jharkhand,Pharmacy,UG,75000
"Faculty of Pharmaceutical Sciences, Shoolini University, Solan ",Himachal pradesh,Pharmacy,UG,148168
Maharishi Markandeshwar ,Himachal pradesh,Pharmacy,UG,109100
Abhilashi University ,Himachal pradesh,Pharmacy,UG,120000
Baddi University of Emerging Sciences and Technologies ,Himachal pradesh,Pharmacy,UG,173000
IEC University Baddi ,Himachal pradesh,Pharmacy,UG,128600
Career Point University ,Himachal pradesh,Pharmacy,UG,80000
Sri Sai University ,Himachal pradesh,Pharmacy,UG,30000
Bahra University ,Himachal pradesh,Pharmacy,UG,84800
Maharaja Agrasen University ,Himachal pradesh,Pharmacy,UG,110000
"Himalayan Group of Professional Institutions, Sirmaur ",Himachal pradesh,Pharmacy,UG,88200
Manav Bharti University ,Himachal pradesh,Pharmacy,UG,80000
"Abhilashi College of Pharmacy, Mandi ",Himachal pradesh,Pharmacy,UG,59000
Himachal Institute of Pharmaceutical Education and Research ,Himachal pradesh,Pharmacy,UG,74100
"Himachal Institute of Pharmacy, Paonta ",Himachal pradesh,Pharmacy,UG,74100
"LR Institute of Pharmacy, Solan ",Himachal pradesh,Pharmacy,UG,288000
Himachal Pradesh Technical University ,Himachal pradesh,Pharmacy,UG,51700
"LR Group of Institutes, Solan ",Himachal pradesh,Pharmacy,UG,72000
"KC Group of Institutions, Una ",Himachal pradesh,Pharmacy,UG,289990
"Government Polytechnic, Rohru ",Himachal pradesh,Pharmacy,UG,8220
Sher-i-Kashmir Institute of Medical Sciences ,Jammu,Pharmacy,UG,67000
University of Kashmir ,Jammu,Pharmacy,UG,17800
Panjab University ,Chandigarh,Pharmacy,UG,29400
"Sri Guru Gobind Singh College of Pharmacy, ",Chandigarh,Pharmacy,UG,2575
Shivalik Institute of Paramedical Technology ,Chandigarh,Pharmacy,UG,60000
Swami Vivekanand College of Pharmacy ,Chandigarh,Pharmacy,UG,93960
University Institute of Pharmaceutical Sciences ,Chandigarh,Pharmacy,UG,15665
"PG Government College for Girls, Chandigarh ",Chandigarh,Pharmacy,UG,28350
Government Polytechnic for Women ,Chandigarh,Pharmacy,UG,7225
Swami Vivekanand Group Of Institutes ,Chandigarh,Pharmacy,UG,88960
"NEF Law College, Guwahati ",Assam,Law,UG,65000
"Dibrugarh University, Dibrugarh ",Assam,Law,UG,32380
Tezpur University ,Assam,Law,UG,39436
Royal Global University ,Assam,Law,UG,120000
"Tezpur Law College, Sonitpur ",Assam,Law,UG,46750
Gauhati University ,Assam,Law,UG,81000
NERIM Group of Institutions ,Assam,Law,UG,65200
Assam Rajiv Gandhi University of Cooperative Management ,Assam,Law,UG,28500
"JB Law College, Guwahati ",Assam,Law,UG,13000
"Assam University, Silchar ",Assam,Law,UG,26545
National Law University and Judicial Academy ,Assam,Law,UG,590000
Magadh University ,Bihar,Law,UG,57400
Bihar Institute of law ,Bihar,Law,UG,36404
"S.K.J. Law College, Muzaffarpur ",Bihar,Law,UG,15600
"Amity University, Patna ",Bihar,Law,UG,127000
Patna University ,Bihar,Law,UG,9000
Gopal Narayan Singh University ,Bihar,Law,UG,60000
Nalanda Open University ,Bihar,Law,UG,1650
"GDM College, Harnaut ",Bihar,Law,UG,1250
"H.D. Jain College, Arrah ",Bihar,Law,UG,1000
"M.V. College, Buxar ",Bihar,Law,UG,3000
"Nawada Vidhi Mahavidyalaya, Nawada ",Bihar,Law,UG,10300
"Patna Law College, Patna ",Bihar,Law,UG,2220
Chanakya National Law University ,Bihar,Law,UG,150500
"Jai Prakash University, Chapra ",Bihar,Law,UG,10250
Central University of South Bihar ,Bihar,Law,UG,33518
Hidayatullah National Law University ,Chhattisgarh,Law,UG,131000
Dr. C.V. Raman University ,Chhattisgarh,Law,UG,30000
Pt. Ravishankar Shukla University ,Chhattisgarh,Law,UG,33580
"Amity University, Raipur ",Chhattisgarh,Law,UG,136000
"ITM University, Raipur ",Chhattisgarh,Law,UG,63500
Shri Rawatpura Sarkar University ,Chhattisgarh,Law,UG,35700
"ISBM University, Raipur ",Chhattisgarh,Law,UG,57900
"D.P. Vipra Law College , Bilaspur ",Chhattisgarh,Law,UG,24000
Guru Ghasidas Vishwavidyalaya ,Chhattisgarh,Law,UG,7850
Pandit Sundarlal Sharma Open University ,Chhattisgarh,Law,UG,11200
"Sarguja University, Surguja ",Chhattisgarh,Law,UG,2284
"MATS School of Law, Raipur ",Chhattisgarh,Law,UG,85000
"Kalinga University, Raipur ",Chhattisgarh,Law,UG,130250
"Ranchi University, Ranchi ",Jharkhand,Law,UG,2350
Chotanagpur Law College ,Jharkhand,Law,UG,44000
Central University of Jharkhand ,Jharkhand,Law,UG,20320
"RKDF University, Ranchi ",Jharkhand,Law,UG,30000
Jharkhand Rai University ,Jharkhand,Law,UG,75000
Netaji Subhas University ,Jharkhand,Law,UG,50000
"Sai Nath University, Ranchi ",Jharkhand,Law,UG,63000
Radha Govind University ,Jharkhand,Law,UG,30000
"Arka Jain University, Jamshedpur ",Jharkhand,Law,UG,78000
"Amity University, Ranchi ",Jharkhand,Law,UG,125000
"ICFAI University, Ranchi ",Jharkhand,Law,UG,60000
Sarala Birla University ,Jharkhand,Law,UG,129200
"Coxtan Administrative & Management College, Dhanbad ",Jharkhand,Law,UG,15000
"Jamshedpur Women's College, Jamshedpur ",Jharkhand,Law,UG,10000
Jharkhand Vidhi Mahavidyalaya ,Jharkhand,Law,UG,18600
National University of Study and Research in ,Jharkhand,Law,UG,175000
"Dr. Shyama Prasad Mukherjee University, Ranchi ",Jharkhand,Law,UG,40000
Maharishi Markandeshwar ,Himachal pradesh,Law,UG,65500
IEC University Baddi ,Himachal pradesh,Law,UG,88600
Career Point University ,Himachal pradesh,Law,UG,65000
Bahra University ,Himachal pradesh,Law,UG,64600
"AP Goyal Shimla University, Shimla ",Himachal pradesh,Law,UG,100000
Maharaja Agrasen University ,Himachal pradesh,Law,UG,64000
"ICFAI University, Baddi ",Himachal pradesh,Law,UG,55000
Himachal Institute of Engineering and Technology ,Himachal pradesh,Law,UG,44000
